100
72  99
73  77
73  79
73  83
73  84
73  87
73  90
73  94
74  79
74  81
74  83
74  86
74  87
74  90
74  94
74  97
74  98
75  77
75  79
75  83
75  84
75  86
75  87
75  90
75  94
75  98
76  77
76  79
76  83
76  84
76  86
76  90
76  94
76  96
76  97
77  80
77  82
77  89
77  92
77  93
77  95
78  79
78  81
78  86
78  87
78  90
78  94
78  97
78  98
79  82
79  85
79  92
79  93
79  95
79  99
80  90
80  94
80  96
80  97
80  98
81  82
81  85
81  88
81  89
81  91
81  93
81  95
82  86
82  96
82  97
82  98
83  88
83  89
83  91
83  93
83  99
84  85
84  88
84  89
84  93
84  95
85  86
85  96
85  97
85  98
86  88
86  89
86  91
86  93
87  88
87  92
87  95
87  99
88  90
88  96
88  97
88  98
89  90
89  96
89  98
90  91
90  95
90  99
91  94
91  96
91  97
92  97
92  98
93  94
93  97
93  98
94  95
94  99
95  96
95  98
96  99
97  99
98  99
-1  -1
